Space,StartDate,Activity,Duration,Tags
Work-Space,2023-11-13,Unit42-Case Work,00:15:37,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-11-13,Unit42-Administrative,00:40:34,"#ASTM
#Internal Meeting"
Work-Space,2023-11-13,Unit42-Case Work,01:11:06,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-13,Studying,01:07:36,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-13,Videos,00:19:51,#YouTube
Off-Work Space,2023-11-13,Gaming,00:08:37,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-13,Gaming,04:01:26,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-14,Gaming,01:02:52,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Work-Space,2023-11-14,Unit42-Case Work,05:26:56,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-11-14,Unit42-Case Work,01:23:14,"#ASTM
#Jupyter Notebook
#Meta
#Python"
Off-Work Space,2023-11-14,Gaming,05:08:30,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-15,Gaming,00:53:20,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-11-15,Unit42-Case Work,03:36:46,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-15,Studying,00:33:04,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-15,Studying,02:49:44,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-15,Studying,00:25:00,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-15,Homelab Engineering and Documentation,01:01:32,#XSOAR
Off-Work Space,2023-11-15,Gaming,03:27:11,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-16,Gaming,00:38:34,
Work-Space,2023-11-16,Unit42-Case Work,06:15:11,"#ASTM
#Logged Out
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-16,Gaming,04:58:33,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-17,Gaming,00:55:07,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-11-17,Unit42-Case Work,00:26:31,
Work-Space,2023-11-17,Unit42-Case Work,03:59:32,"#ASTM
#Meta
#QC
#Traffic-analysis"
Off-Work Space,2023-11-17,Chateau Events,01:21:04,"#Interview
#Splunk"
Off-Work Space,2023-11-17,Gaming,03:06:01,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-18,Gaming,00:49:53,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-11-18,Videos,00:22:46,#YouTube
Off-Work Space,2023-11-18,Homelab Engineering and Documentation,00:46:54,"#Obsidian
#TV Show Review"
Off-Work Space,2023-11-18,Homelab Engineering and Documentation,01:06:07,"#DevSecOps
#Review
#Syllabus"
Off-Work Space,2023-11-19,Gaming,01:02:29,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-11-19,Homelab Engineering and Documentation,02:17:09,"#Dashboard
#Home Assistant"
Off-Work Space,2023-11-19,Mimir Cyber,00:16:32,"#Blog Post
#Panel
#Transcript"
Off-Work Space,2023-11-19,Mimir Cyber,01:31:56,"#Blog Post
#Panel
#Transcript"
Off-Work Space,2023-11-19,Gaming,00:56:35,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-19,Gaming,02:02:27,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-20,Gaming,01:17:14,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-20,Studying,01:58:56,"#GCSA
#SANS
#SANS SEC-540
#Test"
Work-Space,2023-11-20,Unit42-Case Work,02:49:21,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-20,Mimir Cyber,00:45:00,"#1:1
#Interview-prep
#Mentorship"
Work-Space,2023-11-20,Unit42-Case Work,00:20:00,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-20,Chateau Events,00:20:00,#VA-appointment
Work-Space,2023-11-20,Unit42-Case Work,00:38:24,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-20,Gaming,00:58:17,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-20,Gaming,01:55:55,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-20,Gaming,01:06:23,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-20,Gaming,02:17:34,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-11-21,Gaming,01:01:42,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Work-Space,2023-11-21,Unit42-Case Work,00:43:52,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-11-21,Unit42-Case Work,03:01:44,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-11-21,Unit42-Case Work,00:49:48,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-21,Mimir Cyber,01:00:01,"#1:1
#CTF
#Mentorship
#NCL
#Python"
Off-Work Space,2023-11-21,Videos,00:24:25,#YouTube
Off-Work Space,2023-11-21,Gaming,05:10:41,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-22,Videos,00:12:49,#YouTube
Off-Work Space,2023-11-22,Gaming,01:13:15,
Work-Space,2023-11-22,Unit42-Case Work,01:44:47,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-22,Homelab Engineering and Documentation,00:36:17,#Book Review
Off-Work Space,2023-11-22,Homelab Engineering and Documentation,01:39:03,#Book Review
Off-Work Space,2023-11-22,Gaming,04:55:22,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-23,Videos,01:15:15,#YouTube
Off-Work Space,2023-11-23,Videos,01:25:45,#YouTube
Off-Work Space,2023-11-23,Videos,00:29:49,#YouTube
Off-Work Space,2023-11-23,Gaming,04:11:36,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-11-24,Homelab Engineering and Documentation,01:12:26,"#Diun
#Docker
#WatchTower"
Off-Work Space,2023-11-24,Mimir Cyber,00:56:57,"#1:1
#Mentorship"
Off-Work Space,2023-11-24,Homelab Engineering and Documentation,00:15:46,"#Diun
#Docker
#WatchTower"
Off-Work Space,2023-11-24,Homelab Engineering and Documentation,01:43:16,"#DFIR-IRIS
#Docker"
Off-Work Space,2023-11-24,Videos,00:29:26,#YouTube
Off-Work Space,2023-11-24,Homelab Engineering and Documentation,00:08:19,#Home Assistant
Off-Work Space,2023-11-24,Gaming,00:08:12,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-11-24,Videos,00:30:22,#YouTube
Off-Work Space,2023-11-24,Gaming,00:39:27,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-11-24,Gaming,03:45:01,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-11-25,Gaming,00:54:48,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-11-25,Gaming,01:08:45,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-11-25,Mimir Cyber,00:08:30,
Off-Work Space,2023-11-25,Gaming,01:36:15,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-11-26,Videos,00:20:18,#YouTube
Off-Work Space,2023-11-26,Gaming,00:20:58,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-11-26,Gaming,01:02:43,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-11-26,Gaming,00:49:13,"#Call of Duty
#FPS
#Weapon Grind
#Zombies"
Off-Work Space,2023-11-26,Gaming,00:10:07,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-11-26,Mimir Cyber,01:30:17,"#Blog Post
#Leadership"
Off-Work Space,2023-11-26,Gaming,01:58:40,"#Call of Duty
#FPS
#Weapon Grind
#Zombies"
Off-Work Space,2023-11-27,Videos,00:26:15,#YouTube
Off-Work Space,2023-11-27,Chateau Events,00:52:20,"#Interview
#Splunk"
Work-Space,2023-11-27,Unit42-Case Work,02:49:26,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-11-27,Unit42-Case Work,02:00:00,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-27,Chateau Events,01:00:00,"#Interview
#Splunk"
Off-Work Space,2023-11-27,Gaming,01:50:50,
Off-Work Space,2023-11-27,Gaming,00:02:48,
Off-Work Space,2023-11-27,Mimir Cyber,01:05:26,"#Blog Post
#Leadership"
Work-Space,2023-11-28,Unit42-Case Work,01:22:18,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-28,Chateau Events,01:02:05,"#Interview
#Splunk"
Work-Space,2023-11-28,Unit42-Administrative,00:30:04,"#Keynote
#Presentation
#Speakers Prep"
Work-Space,2023-11-28,Unit42-Administrative,00:34:56,"#1-on-1
#Speakers Prep"
Off-Work Space,2023-11-28,Videos,00:05:12,#YouTube
Off-Work Space,2023-11-28,Gaming,00:14:12,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-11-28,Gaming,01:01:24,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-28,Gaming,00:33:53,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-11-28,Mimir Cyber,00:38:47,"#Blog Post
#Leadership"
Off-Work Space,2023-11-29,Videos,00:21:23,#YouTube
Work-Space,2023-11-29,Unit42-Case Work,00:45:00,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-11-29,Unit42-Case Work,01:12:00,"#ASTM
#Meta
#QC
#Traffic-analysis"
Off-Work Space,2023-11-29,Videos,00:13:59,#YouTube
Off-Work Space,2023-11-29,Videos,00:39:31,#YouTube
Off-Work Space,2023-11-29,Mimir Cyber,00:31:43,"#Blog Post
#Leadership"
Off-Work Space,2023-11-29,Mimir Cyber,00:25:07,"#Blog Post
#Leadership"
Off-Work Space,2023-11-29,Homelab Engineering and Documentation,02:00:00,"#Homekit
#Scrypted
#Unifi-protect"
Off-Work Space,2023-11-29,Mimir Cyber,00:51:08,"#Blog Post
#Leadership"
Off-Work Space,2023-11-29,Videos,00:41:30,#YouTube
Off-Work Space,2023-12-05,Videos,00:03:35,#YouTube
Off-Work Space,2023-12-05,Gaming,00:20:03,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-05,Gaming,01:34:25,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-06,Videos,01:09:12,#YouTube
Work-Space,2023-12-06,Unit42-Administrative,00:20:12,#1-on-1
Work-Space,2023-12-06,Unit42-Case Work,04:54:25,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-12-06,Homelab Engineering and Documentation,01:09:10,#Movie Review
Off-Work Space,2023-12-06,Gaming,01:04:07,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-06,Gaming,02:10:43,"#Battle-Royal
#Call of Duty
#FPS
#Quads
#Win"
Off-Work Space,2023-12-06,Gaming,00:58:58,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Work-Space,2023-12-07,Unit42-Case Work,01:38:35,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-12-07,Unit42-Case Work,01:21:06,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-12-07,Unit42-Case Work,01:14:35,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-12-07,Homelab Engineering and Documentation,01:06:34,#Movie Review
Off-Work Space,2023-12-07,Homelab Engineering and Documentation,00:49:03,#Book Review
Off-Work Space,2023-12-07,Gaming,02:52:00,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-07,Gaming,00:43:56,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-08,Gaming,01:04:27,
Work-Space,2023-12-08,Unit42-Case Work,02:03:42,
Off-Work Space,2023-12-08,Videos,00:17:17,
Off-Work Space,2023-12-08,Gaming,00:49:57,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-08,Gaming,02:20:50,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-08,Gaming,00:23:00,"#Battle-Royal
#Call of Duty
#FPS
#Solo
#Win"
Off-Work Space,2023-12-08,Gaming,01:06:25,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-08,Gaming,00:55:08,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-09,Gaming,00:09:29,
Off-Work Space,2023-12-09,Gaming,01:37:41,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-09,Homelab Engineering and Documentation,01:51:12,"#Book Review
#Boydsbar"
Off-Work Space,2023-12-09,Mimir Cyber,01:11:33,"#Blog Post
#Leadership"
Off-Work Space,2023-12-09,Gaming,00:59:42,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-09,Gaming,00:51:56,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-09,Gaming,02:08:49,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-09,Homelab Engineering and Documentation,00:28:53,#Home Assistant
Off-Work Space,2023-12-10,Gaming,00:57:58,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-10,Gaming,01:08:53,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-10,Gaming,01:44:33,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-11,Gaming,00:27:34,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Work-Space,2023-12-11,Unit42-Case Work,02:57:06,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-12-11,Gaming,00:52:33,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-11,Videos,00:11:06,#YouTube
Off-Work Space,2023-12-11,Gaming,01:01:24,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-11,Gaming,01:33:19,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-11,Gaming,01:22:34,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-12,Gaming,00:37:09,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-12,Gaming,00:52:05,"#Call of Duty
#FPS
#Multiplayer
#Solo
#Weapon Grind"
Work-Space,2023-12-12,Unit42-Case Work,02:27:58,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-12-12,Unit42-Case Work,02:35:03,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-12-12,Gaming,00:54:00,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-12,Gaming,00:26:46,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-12,Gaming,01:30:15,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-12,Gaming,01:29:31,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-13,Videos,00:14:56,#YouTube
Off-Work Space,2023-12-13,Gaming,00:53:18,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-13,Gaming,00:26:11,"#Battle-Royal
#Call of Duty
#FPS
#Solo
#Win"
Work-Space,2023-12-13,Unit42-Case Work,01:26:35,"#ASTM
#Meta
#QC
#Traffic-analysis"
Work-Space,2023-12-13,Unit42-Case Work,03:11:14,"#ASTM
#Meta
#QC
#Traffic-analysis"
Off-Work Space,2023-12-13,Gaming,00:35:59,
Off-Work Space,2023-12-13,Gaming,01:41:00,"#Battle-Royal
#Call of Duty
#FPS
#Quads"
Off-Work Space,2023-12-13,Gaming,01:30:08,"#Call of Duty
#Duos
#FPS
#Weapon Grind
#Zombies"
Off-Work Space,2023-12-13,Gaming,00:58:13,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-14,Gaming,01:02:36,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Work-Space,2023-12-14,Unit42-Administrative,00:15:00,#1-on-1
Work-Space,2023-12-14,Unit42-Case Work,05:18:34,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-12-14,Unit42-Case Work,00:51:20,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-12-14,Gaming,01:38:01,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-14,Gaming,00:30:10,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-14,Gaming,00:25:51,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-15,Gaming,01:27:56,"#Battle-Royal
#Call of Duty
#FPS
#Solo
#Win"
Work-Space,2023-12-15,Unit42-Case Work,03:59:13,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-12-15,Homelab Engineering and Documentation,00:34:25,#Book Review
Off-Work Space,2023-12-15,Homelab Engineering and Documentation,00:33:32,#Movie Review
Off-Work Space,2023-12-15,Gaming,01:24:00,"#Battle-Royal
#Call of Duty
#FPS
#Quads
#Win"
Off-Work Space,2023-12-15,Gaming,02:35:43,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-16,Gaming,00:35:18,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-16,Videos,00:03:43,#YouTube
Off-Work Space,2023-12-16,Gaming,01:26:01,"#FPS
#Ready or Not
#Tactical"
Off-Work Space,2023-12-16,Gaming,03:02:13,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-17,Gaming,00:59:13,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-17,Gaming,00:10:17,
Off-Work Space,2023-12-17,Videos,00:07:45,#YouTube
Off-Work Space,2023-12-17,Videos,00:40:09,#Plex
Off-Work Space,2023-12-17,Gaming,02:59:01,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-17,Gaming,01:38:58,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-17,Gaming,00:27:14,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-17,Gaming,02:05:21,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-18,Gaming,00:50:30,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Work-Space,2023-12-18,Unit42-Case Work,02:05:07,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-12-18,Unit42-Case Work,02:42:35,"#ASTM
#Logged In
#Meta
#Traffic-analysis"
Off-Work Space,2023-12-18,Videos,00:02:00,#Plex
Off-Work Space,2023-12-18,Gaming,01:58:28,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-19,Gaming,00:33:27,
Work-Space,2023-12-19,Unit42-Case Work,03:01:56,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-12-19,Unit42-Case Work,03:12:44,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-12-19,Homelab Engineering and Documentation,01:03:05,#Movie Review
Off-Work Space,2023-12-19,Gaming,01:40:48,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-20,Gaming,01:03:41,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Work-Space,2023-12-20,Unit42-Case Work,03:25:02,
Work-Space,2023-12-20,Unit42-Case Work,02:42:54,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-12-20,Gaming,03:05:58,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-21,Gaming,00:17:14,"#Multiplayer
#Party Animals"
Off-Work Space,2023-12-21,Gaming,00:21:53,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Work-Space,2023-12-21,Unit42-Case Work,01:15:53,"#ASTM
#Logged In
#Meta
#Traffic-analysis"
Work-Space,2023-12-21,Unit42-Case Work,01:14:18,"#ASTM
#Meta
#QC
#Traffic-analysis"
Off-Work Space,2023-12-21,Homelab Engineering and Documentation,01:16:02,
Off-Work Space,2023-12-21,Gaming,00:47:04,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-21,Gaming,01:52:03,"#Call of Duty
#FPS
#Multiplayer
#Weapon Grind"
Off-Work Space,2023-12-21,Gaming,00:22:22,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-24,Videos,00:37:25,#YouTube
Off-Work Space,2023-12-24,Gaming,00:23:07,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-24,Gaming,00:24:59,"#Call of Duty
#FPS
#Holiday Party Modes
#Multiplayer"
Off-Work Space,2023-12-24,Gaming,01:10:05,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-25,Videos,00:47:22,#YouTube
Off-Work Space,2023-12-25,Gaming,00:43:04,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-26,Coding,02:28:57,"#Bastion Host
#Linux
#Scripting"
Off-Work Space,2023-12-26,Videos,01:22:06,#YouTube
Off-Work Space,2023-12-26,Gaming,01:38:38,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-27,Videos,01:16:37,#YouTube
Off-Work Space,2023-12-27,Mimir Cyber,00:57:31,
Off-Work Space,2023-12-27,Gaming,00:51:35,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-27,Gaming,00:40:17,"#Battle-Royal
#Call of Duty
#FPS
#Resurgance
#Solo"
Off-Work Space,2023-12-27,Gaming,00:50:27,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-27,Gaming,00:55:10,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-27,Gaming,00:08:31,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-12-28,Videos,00:50:17,#YouTube
Off-Work Space,2023-12-28,Gaming,00:12:11,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-28,Gaming,00:35:34,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-12-28,Gaming,00:38:13,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-28,Gaming,01:54:06,"#Battle-Royal
#Call of Duty
#FPS
#Quads
#Resurgance"
Off-Work Space,2023-12-28,Gaming,00:14:34,"#Battle-Royal
#Call of Duty
#FPS
#Resurgance
#Solo"
Off-Work Space,2023-12-28,Gaming,01:08:12,"#Battle-Royal
#Call of Duty
#FPS
#Resurgance
#Solo"
Off-Work Space,2023-12-29,Coding,00:56:04,"#Bastion Host
#Linux
#Scripting"
Off-Work Space,2023-12-29,Videos,00:50:54,#YouTube
Off-Work Space,2023-12-29,Homelab Engineering and Documentation,01:59:36,"#Blog Post
#Movie Review"
Off-Work Space,2023-12-29,Gaming,00:23:02,"#Battle-Royal
#Call of Duty
#FPS
#Solo"
Off-Work Space,2023-12-29,Gaming,01:03:21,"#Battle-Royal
#Call of Duty
#FPS
#Quads
#Resurgance"
Off-Work Space,2023-12-30,Gaming,00:29:04,"#Battle-Royal
#Call of Duty
#FPS
#Resurgance
#Solo"
Off-Work Space,2023-12-30,Gaming,02:04:31,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-12-30,Homelab Engineering and Documentation,00:13:36,"#Linux
#Virtual Machine"
Off-Work Space,2023-12-30,Coding,00:44:53,"#Bastion Host
#Linux
#Scripting"
Off-Work Space,2023-12-30,Gaming,01:12:45,"#Battle-Royal
#Call of Duty
#FPS
#Resurgance
#Solo"
Off-Work Space,2023-12-30,Gaming,01:26:41,"#Call of Duty
#Duos
#FPS
#Zombies"
Off-Work Space,2023-12-30,Gaming,01:27:39,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-12-31,Videos,00:44:51,#YouTube
Off-Work Space,2023-12-31,Coding,01:05:58,"#Bastion Host
#Linux
#Scripting"
